,rain_sum,temperature_2m_mean,city,,,,,,,,
26210,5.6,25,Ratnapura,,,,,,,,
26211,3,25.1,Ratnapura,,,,,,,,
26212,5.1,24.8,Ratnapura,,,,,,,,
26213,3.9,25.4,Ratnapura,,,,,,,,
26214,4.1,25.5,Ratnapura,,,,,,,,
26215,4.8,25.4,Ratnapura,,,,,,,,
26216,3.8,25.3,Ratnapura,,,,,,,,
26217,5.1,25.3,Ratnapura,,,,,,,,
26218,6.7,25.3,Ratnapura,,,,,,,,
26219,2.5,25.4,Ratnapura,,,,,,,,
26220,7.3,25.1,Ratnapura,,,,,,,,
26221,9,24.6,Ratnapura,,,,,,,,
26222,19.9,24.5,Ratnapura,,,,,,,,
26223,3.8,25.4,Ratnapura,,,,,,,,
26224,1.9,25.6,Ratnapura,,,,,,,,
26225,4.8,25.3,Ratnapura,,,,,,,,
26226,14.4,25.1,Ratnapura,,,,,,,,
26227,11.3,24.9,Ratnapura,,,,,,,,
26228,7.5,25.2,Ratnapura,,,,,,,,
26229,6.5,25.4,Ratnapura,,,,,,,,
26230,6.6,24.9,Ratnapura,,,,,,,,
26231,19.6,24.4,Ratnapura,,,,,,,,
26232,3.7,25.1,Ratnapura,,,,,,,,
26233,6.1,24.7,Ratnapura,,,,,,,,
26234,4.1,25.3,Ratnapura,,,,,,,,
26235,9.9,24.5,Ratnapura,,,,,,,,
26236,3.5,25.2,Ratnapura,,,,,,,,
26237,3.1,25.2,Ratnapura,,,,,,,,
26238,2.8,25.4,Ratnapura,,,,,,,,
26239,4.1,25.1,Ratnapura,,,,,,,,
26240,7.2,25.1,Ratnapura,,,,,,,,
26241,4.2,24.8,Ratnapura,,,,,,,,
26242,2.7,25.3,Ratnapura,,,,,,,,
26243,11.3,24.9,Ratnapura,,,,,,,,
26244,4.1,25,Ratnapura,,,,,,,,
26245,2.6,24.9,Ratnapura,,,,,,,,
26246,1.9,25.7,Ratnapura,,,,,,,,
26247,6.9,25.1,Ratnapura,,,,,,,,
26248,17.6,24.1,Ratnapura,,,,,,,,
26249,8.9,24.9,Ratnapura,,,,,,,,
26250,4.9,25,Ratnapura,,,,,,,,
26251,1.9,24.8,Ratnapura,,,,,,,,
26252,4.6,24.3,Ratnapura,,,,,,,,
26253,8.5,24.7,Ratnapura,,,,,,,,
26254,6.4,24.5,Ratnapura,,,,,,,,
26255,7.8,24.2,Ratnapura,,,,,,,,
26256,6.3,24.5,Ratnapura,,,,,,,,
26257,14,24.5,Ratnapura,,,,,,,,
26258,2.2,25.1,Ratnapura,,,,,,,,
26259,3.9,25.4,Ratnapura,,,,,,,,
26260,8.9,24.3,Ratnapura,,,,,,,,
26261,2.9,25,Ratnapura,,,,,,,,
26262,7.8,24.5,Ratnapura,,,,,,,,
26263,17.5,23.9,Ratnapura,,,,,,,,
26264,8.7,24.4,Ratnapura,,,,,,,,
26265,16.1,24.4,Ratnapura,,,,,,,,
26266,12.1,24.5,Ratnapura,,,,,,,,
26267,17.4,24.2,Ratnapura,,,,,,,,
26268,16.3,24.3,Ratnapura,,,,,,,,
26269,11.6,24.2,Ratnapura,,,,,,,,
26270,12.2,24.3,Ratnapura,,,,,,,,
26271,8,24.8,Ratnapura,,,,,,,,
26272,2.2,25.2,Ratnapura,,,,,,,,
26273,16.6,24.7,Ratnapura,,,,,,,,
26274,24.6,23.7,Ratnapura,,,,,,,,
26275,13.2,24.1,Ratnapura,,,,,,,,
26276,3.4,25,Ratnapura,,,,,,,,
26277,1.7,25.3,Ratnapura,,,,,,,,
26278,0.1,24.9,Ratnapura,,,,,,,,
26279,0.1,24.8,Ratnapura,,,,,,,,
26280,0.4,24.7,Ratnapura,,,,,,,,
26281,4.7,24.7,Ratnapura,,,,,,,,
26282,4.6,24.7,Ratnapura,,,,,,,,
26283,2,25.2,Ratnapura,,,,,,,,
26284,10,24.6,Ratnapura,,,,,,,,
26285,9.4,24.7,Ratnapura,,,,,,,,
26286,10.5,24.4,Ratnapura,,,,,,,,
26287,14.6,24.6,Ratnapura,,,,,,,,
26288,12.2,24.4,Ratnapura,,,,,,,,
26289,8.8,24.1,Ratnapura,,,,,,,,
26290,18.1,24.2,Ratnapura,,,,,,,,
26291,3.9,24.7,Ratnapura,,,,,,,,
26292,11.9,24.6,Ratnapura,,,,,,,,
26293,18.3,24.2,Ratnapura,,,,,,,,
26294,5.1,24.7,Ratnapura,,,,,,,,
26295,9.8,24.6,Ratnapura,,,,,,,,
26296,7,24.4,Ratnapura,,,,,,,,
26297,9.9,24.5,Ratnapura,,,,,,,,
26298,15.8,24.4,Ratnapura,,,,,,,,
26299,8.3,24.7,Ratnapura,,,,,,,,
26300,8.9,24.6,Ratnapura,,,,,,,,
26301,5.7,25,Ratnapura,,,,,,,,
26302,11.2,24.9,Ratnapura,,,,,,,,
26303,1.5,24.7,Ratnapura,,,,,,,,
26304,1.5,25.2,Ratnapura,,,,,,,,
26305,3.6,25.4,Ratnapura,,,,,,,,
26306,7,25.1,Ratnapura,,,,,,,,
26307,10.2,25,Ratnapura,,,,,,,,
26308,25.6,24.6,Ratnapura,,,,,,,,
26309,19.7,24.5,Ratnapura,,,,,,,,
26310,2.6,25.5,Ratnapura,,,,,,,,
26311,14.3,25.2,Ratnapura,,,,,,,,
26312,12.9,25.3,Ratnapura,,,,,,,,
26313,10.9,24.8,Ratnapura,,,,,,,,
26314,13.2,25,Ratnapura,,,,,,,,
26315,18.1,24.5,Ratnapura,,,,,,,,
26316,28.3,24.4,Ratnapura,,,,,,,,
26317,11.5,24.6,Ratnapura,,,,,,,,
26318,8.3,25.2,Ratnapura,,,,,,,,
26319,10.6,24.7,Ratnapura,,,,,,,,
26320,17.5,24,Ratnapura,,,,,,,,
26321,17.6,24.5,Ratnapura,,,,,,,,
26322,13.6,24.7,Ratnapura,,,,,,,,
26323,9.9,24.7,Ratnapura,,,,,,,,
26324,5.5,25.4,Ratnapura,,,,,,,,
26325,8.5,24.9,Ratnapura,,,,,,,,
26326,3.5,25.2,Ratnapura,,,,,,,,
26327,3.7,25.7,Ratnapura,,,,,,,,
26328,168.6,25.4,Ratnapura,,,,,,,,
26329,51.4,24.4,Ratnapura,,,,,,,,
26330,39.6,24.5,Ratnapura,,,,,,,,
26331,33.4,23.4,Ratnapura,,,,,,,,
26332,7.1,24.4,Ratnapura,,,,,,,,
26333,5,25.1,Ratnapura,,,,,,,,
26334,12.5,24.8,Ratnapura,,,,,,,,
26335,24.5,25,Ratnapura,,,,,,,,
26336,15.1,24.4,Ratnapura,,,,,,,,
26337,8.6,25.2,Ratnapura,,,,,,,,
26338,11.6,25,Ratnapura,,,,,,,,
26339,6.9,25.1,Ratnapura,,,,,,,,
26340,15.3,24.6,Ratnapura,,,,,,,,
26341,32.8,24.6,Ratnapura,,,,,,,,
26342,5.8,25.2,Ratnapura,,,,,,,,
26343,11.2,24.1,Ratnapura,,,,,,,,
26344,7.5,24.2,Ratnapura,,,,,,,,
26345,3.1,25,Ratnapura,,,,,,,,
26346,9.4,24.2,Ratnapura,,,,,,,,
26347,20,24,Ratnapura,,,,,,,,
26348,12.7,23.8,Ratnapura,,,,,,,,
26349,7.1,24,Ratnapura,,,,,,,,
26350,1.3,24.8,Ratnapura,,,,,,,,
26351,0,24.9,Ratnapura,,,,,,,,
26352,0,25.2,Ratnapura,,,,,,,,
26353,0,24.9,Ratnapura,,,,,,,,
26354,0.2,25,Ratnapura,,,,,,,,
26355,67.1,25.1,Ratnapura,,,,,,,,
26356,34,24.8,Ratnapura,,,,,,,,
26357,13.7,24.7,Ratnapura,,,,,,,,
26358,18,24.7,Ratnapura,,,,,,,,
26359,3.5,24.9,Ratnapura,,,,,,,,
26360,11.2,24.5,Ratnapura,,,,,,,,
26361,1.4,25.3,Ratnapura,,,,,,,,
26362,4.6,24.7,Ratnapura,,,,,,,,
26363,24.3,24.5,Ratnapura,,,,,,,,
26364,15.4,24.7,Ratnapura,,,,,,,,
26365,28.6,24.8,Ratnapura,,,,,,,,
26366,21.1,24.4,Ratnapura,,,,,,,,
26367,11.5,24.5,Ratnapura,,,,,,,,
26368,14.1,23.9,Ratnapura,,,,,,,,
26369,10.6,23.3,Ratnapura,,,,,,,,
26370,12,24.2,Ratnapura,,,,,,,,
26371,26.9,24.2,Ratnapura,,,,,,,,
26372,14.6,24.5,Ratnapura,,,,,,,,
26373,7.2,23.9,Ratnapura,,,,,,,,
26374,0.1,23.9,Ratnapura,,,,,,,,
26375,8,24.9,Ratnapura,,,,,,,,
26376,6.1,24.6,Ratnapura,,,,,,,,
26377,5.4,24.9,Ratnapura,,,,,,,,
26378,0.2,24.8,Ratnapura,,,,,,,,
26379,3.4,24.7,Ratnapura,,,,,,,,
26380,13.1,24.9,Ratnapura,,,,,,,,
26381,2.8,24.9,Ratnapura,,,,,,,,
26382,10,24.9,Ratnapura,,,,,,,,
26383,12.9,25,Ratnapura,,,,,,,,
26384,11.1,24.7,Ratnapura,,,,,,,,
26385,13.4,24.5,Ratnapura,,,,,,,,
26386,15.3,24.6,Ratnapura,,,,,,,,
26387,10.9,24.7,Ratnapura,,,,,,,,
26388,0.6,25.4,Ratnapura,,,,,,,,
26389,7.4,25.2,Ratnapura,,,,,,,,
26390,2.7,24.8,Ratnapura,,,,,,,,
26391,49.3,24.7,Ratnapura,,,,,,,,
26392,10.9,24.8,Ratnapura,,,,,,,,
26393,10.2,24.6,Ratnapura,,,,,,,,
26394,24.1,23,Ratnapura,,,,,,,,
26395,3,24.6,Ratnapura,,,,,,,,
26396,44,23.5,Ratnapura,,,,,,,,
26397,38.2,23.2,Ratnapura,,,,,,,,
26398,50.2,23.7,Ratnapura,,,,,,,,
26399,99.8,22.8,Ratnapura,,,,,,,,
26400,5.6,22.8,Ratnapura,,,,,,,,
26401,1,23.1,Ratnapura,,,,,,,,
26402,11.2,23,Ratnapura,,,,,,,,
26403,0.5,24,Ratnapura,,,,,,,,
26404,0.5,24.2,Ratnapura,,,,,,,,
26405,2.1,24.8,Ratnapura,,,,,,,,
26406,0.4,24.4,Ratnapura,,,,,,,,
26407,0,24.4,Ratnapura,,,,,,,,
26408,0,25.6,Ratnapura,,,,,,,,
26409,0.7,25.6,Ratnapura,,,,,,,,
26410,1,25.4,Ratnapura,,,,,,,,
26411,28.1,25.3,Ratnapura,,,,,,,,
26412,2.2,24.5,Ratnapura,,,,,,,,
26413,0,24.8,Ratnapura,,,,,,,,
26414,0,24.5,Ratnapura,,,,,,,,
26415,0,24.6,Ratnapura,,,,,,,,
26416,0.2,24.1,Ratnapura,,,,,,,,
26417,0.1,23.4,Ratnapura,,,,,,,,
26418,0,24.1,Ratnapura,,,,,,,,
26419,0.5,25,Ratnapura,,,,,,,,
26420,2.1,25.1,Ratnapura,,,,,,,,
26421,0.7,25.4,Ratnapura,,,,,,,,
26422,0.6,25.4,Ratnapura,,,,,,,,
26423,0.2,26.1,Ratnapura,,,,,,,,
26424,0.9,25.7,Ratnapura,,,,,,,,
26425,0,24.9,Ratnapura,,,,,,,,
26426,0,25.4,Ratnapura,,,,,,,,
26427,0,25.3,Ratnapura,,,,,,,,
26428,0,25.7,Ratnapura,,,,,,,,
26429,15,25.5,Ratnapura,,,,,,,,
26430,7.9,25.2,Ratnapura,,,,,,,,
26431,0.5,25.8,Ratnapura,,,,,,,,
26432,0,25.9,Ratnapura,,,,,,,,
26433,0.4,26.2,Ratnapura,,,,,,,,
26434,15,25,Ratnapura,,,,,,,,
26435,1.6,25,Ratnapura,,,,,,,,
26436,2.2,25.9,Ratnapura,,,,,,,,
26437,0.7,26,Ratnapura,,,,,,,,
26438,3.6,25.5,Ratnapura,,,,,,,,
26439,10.3,24.6,Ratnapura,,,,,,,,
26440,0.8,25.5,Ratnapura,,,,,,,,
26441,1.8,25.7,Ratnapura,,,,,,,,
26442,8.1,25.1,Ratnapura,,,,,,,,
26443,0.7,25.9,Ratnapura,,,,,,,,
26444,0,26.4,Ratnapura,,,,,,,,
26445,9.8,25.4,Ratnapura,,,,,,,,
26446,16.8,24.8,Ratnapura,,,,,,,,
26447,16.5,25.4,Ratnapura,,,,,,,,
26448,6.1,25.5,Ratnapura,,,,,,,,
26449,14.9,24.6,Ratnapura,,,,,,,,
26450,0.1,25.2,Ratnapura,,,,,,,,
26451,0,24,Ratnapura,,,,,,,,
26452,0,23.9,Ratnapura,,,,,,,,
26453,1.2,23.5,Ratnapura,,,,,,,,
26454,0.1,23.6,Ratnapura,,,,,,,,
26455,0,24.2,Ratnapura,,,,,,,,
26456,0,25,Ratnapura,,,,,,,,
26457,0,26.2,Ratnapura,,,,,,,,
26458,0.6,26.2,Ratnapura,,,,,,,,
26459,2.9,25.7,Ratnapura,,,,,,,,
26460,6.9,25.1,Ratnapura,,,,,,,,
26461,1,26,Ratnapura,,,,,,,,
26462,2.3,25.4,Ratnapura,,,,,,,,
26463,10.4,24.7,Ratnapura,,,,,,,,
26464,2.3,25.5,Ratnapura,,,,,,,,
26465,2.5,25.7,Ratnapura,,,,,,,,
26466,2.6,25.5,Ratnapura,,,,,,,,
26467,2.1,25.6,Ratnapura,,,,,,,,
26468,4.1,24.6,Ratnapura,,,,,,,,
26469,0.5,25.9,Ratnapura,,,,,,,,
26470,0.4,26.2,Ratnapura,,,,,,,,
26471,0,26.2,Ratnapura,,,,,,,,
26472,0.2,26.4,Ratnapura,,,,,,,,
26473,0.2,25.7,Ratnapura,,,,,,,,
26474,0.4,25.9,Ratnapura,,,,,,,,
26475,0.1,26.2,Ratnapura,,,,,,,,
26476,2.6,25.9,Ratnapura,,,,,,,,
26477,21,25.2,Ratnapura,,,,,,,,
26478,14.8,24.3,Ratnapura,,,,,,,,
26479,0.9,25.6,Ratnapura,,,,,,,,
26480,0.4,26.1,Ratnapura,,,,,,,,
26481,2.2,26,Ratnapura,,,,,,,,
26482,3.5,25.7,Ratnapura,,,,,,,,
26483,0.3,26.1,Ratnapura,,,,,,,,
26484,0.1,25.5,Ratnapura,,,,,,,,
26485,0,26,Ratnapura,,,,,,,,
26486,0.2,26.4,Ratnapura,,,,,,,,
26487,0.2,26.8,Ratnapura,,,,,,,,
26488,0,26.7,Ratnapura,,,,,,,,
26489,0,26.9,Ratnapura,,,,,,,,
26490,0.1,26.9,Ratnapura,,,,,,,,
26491,17.6,25.8,Ratnapura,,,,,,,,
26492,21.2,25.3,Ratnapura,,,,,,,,
26493,14.4,25.6,Ratnapura,,,,,,,,
26494,6.6,25.7,Ratnapura,,,,,,,,
26495,22.7,25.4,Ratnapura,,,,,,,,
26496,12.9,25.4,Ratnapura,,,,,,,,
26497,5.5,25.7,Ratnapura,,,,,,,,
26498,9.1,25.5,Ratnapura,,,,,,,,
26499,3.4,26.1,Ratnapura,,,,,,,,
26500,1.6,26.9,Ratnapura,,,,,,,,
26501,3.3,26.2,Ratnapura,,,,,,,,
26502,22.1,25.7,Ratnapura,,,,,,,,
26503,1.8,25.2,Ratnapura,,,,,,,,
26504,3.4,26.5,Ratnapura,,,,,,,,
26505,7,25.9,Ratnapura,,,,,,,,
26506,12.5,25.9,Ratnapura,,,,,,,,
26507,12.9,25.9,Ratnapura,,,,,,,,
26508,10.9,25.4,Ratnapura,,,,,,,,
26509,6.5,25.8,Ratnapura,,,,,,,,
26510,4.3,25.6,Ratnapura,,,,,,,,
26511,2.5,25.9,Ratnapura,,,,,,,,
26512,8.7,25.8,Ratnapura,,,,,,,,
26513,3.3,25.9,Ratnapura,,,,,,,,
26514,9.5,26,Ratnapura,,,,,,,,
26515,63.3,25.3,Ratnapura,,,,,,,,
26516,20.7,24.7,Ratnapura,,,,,,,,
26517,0,26,Ratnapura,,,,,,,,
26518,1.1,26.2,Ratnapura,,,,,,,,
26519,6.2,26,Ratnapura,,,,,,,,
26520,6.5,25.6,Ratnapura,,,,,,,,
26521,5.5,25.9,Ratnapura,,,,,,,,
26522,2.2,26.4,Ratnapura,,,,,,,,
26523,8.4,26.1,Ratnapura,,,,,,,,
26524,16.9,25.8,Ratnapura,,,,,,,,
26525,6.2,25.3,Ratnapura,,,,,,,,
26526,9.2,25.6,Ratnapura,,,,,,,,
26527,4.8,26,Ratnapura,,,,,,,,
26528,4.9,26.2,Ratnapura,,,,,,,,
26529,6.8,25.9,Ratnapura,,,,,,,,
26530,4.5,25.6,Ratnapura,,,,,,,,
26531,7.3,25.4,Ratnapura,,,,,,,,
26532,3.9,26.1,Ratnapura,,,,,,,,
26533,12.5,26.1,Ratnapura,,,,,,,,
26534,21.5,25.2,Ratnapura,,,,,,,,
26535,29.7,25.5,Ratnapura,,,,,,,,
26536,7.8,24.8,Ratnapura,,,,,,,,
26537,3.1,25.9,Ratnapura,,,,,,,,
26538,4.7,26.1,Ratnapura,,,,,,,,
26539,5.5,25.9,Ratnapura,,,,,,,,
26540,4.2,26.3,Ratnapura,,,,,,,,
26541,6,25.7,Ratnapura,,,,,,,,
26542,8,25.5,Ratnapura,,,,,,,,
26543,9.9,25.7,Ratnapura,,,,,,,,
26544,9.9,25.7,Ratnapura,,,,,,,,
26545,4.6,25.9,Ratnapura,,,,,,,,
26546,21.6,25.6,Ratnapura,,,,,,,,
26547,5.7,26,Ratnapura,,,,,,,,
26548,7.4,25.5,Ratnapura,,,,,,,,
26549,7.2,25.6,Ratnapura,,,,,,,,
26550,1.1,26.4,Ratnapura,,,,,,,,
26551,4.7,25.9,Ratnapura,,,,,,,,
26552,2.7,26.2,Ratnapura,,,,,,,,
26553,3.8,26.3,Ratnapura,,,,,,,,
26554,6.2,26,Ratnapura,,,,,,,,
26555,14,25.8,Ratnapura,,,,,,,,
26556,14.1,25.4,Ratnapura,,,,,,,,
26557,5.4,25.7,Ratnapura,,,,,,,,
26558,5.2,25.8,Ratnapura,,,,,,,,
26559,11,25.9,Ratnapura,,,,,,,,
26560,16.2,25,Ratnapura,,,,,,,,
26561,9.4,25.1,Ratnapura,,,,,,,,
26562,0.5,26,Ratnapura,,,,,,,,
26563,1.2,26.3,Ratnapura,,,,,,,,
26564,3.8,26.1,Ratnapura,,,,,,,,
26565,3.3,25.7,Ratnapura,,,,,,,,
26566,0.5,26.1,Ratnapura,,,,,,,,
26567,11.4,25.1,Ratnapura,,,,,,,,
26568,3.5,25.1,Ratnapura,,,,,,,,
26569,4.3,25.6,Ratnapura,,,,,,,,
26570,3.2,26.2,Ratnapura,,,,,,,,
26571,7.9,25,Ratnapura,,,,,,,,
26572,11.9,25,Ratnapura,,,,,,,,
26573,11,24.8,Ratnapura,,,,,,,,
26574,5.7,25,Ratnapura,,,,,,,,
26575,4.6,25.3,Ratnapura,,,,,,,,
26576,2.2,25.6,Ratnapura,,,,,,,,
26577,3.5,25.6,Ratnapura,,,,,,,,
26578,2,26.2,Ratnapura,,,,,,,,
26579,2.4,26.3,Ratnapura,,,,,,,,
26580,1.3,26.2,Ratnapura,,,,,,,,
26581,2.1,26,Ratnapura,,,,,,,,
26582,5.6,25.3,Ratnapura,,,,,,,,
26583,25.5,24.8,Ratnapura,,,,,,,,
26584,13.4,24.2,Ratnapura,,,,,,,,
26585,16.8,24.5,Ratnapura,,,,,,,,
26586,11.8,24.9,Ratnapura,,,,,,,,
26587,2,25.5,Ratnapura,,,,,,,,
26588,3.3,25.7,Ratnapura,,,,,,,,
26589,6.7,25.5,Ratnapura,,,,,,,,
26590,10.3,25.2,Ratnapura,,,,,,,,
26591,6.7,25.4,Ratnapura,,,,,,,,
26592,5.3,25.5,Ratnapura,,,,,,,,
26593,2.1,25.2,Ratnapura,,,,,,,,
26594,2.5,25.2,Ratnapura,,,,,,,,
26595,2.1,25.4,Ratnapura,,,,,,,,
26596,15.1,24.7,Ratnapura,,,,,,,,
26597,10.1,24.7,Ratnapura,,,,,,,,
26598,2.9,25.8,Ratnapura,,,,,,,,
26599,3.2,25.6,Ratnapura,,,,,,,,
26600,8,25.4,Ratnapura,,,,,,,,
26601,14.7,24.9,Ratnapura,,,,,,,,
26602,6.4,25.1,Ratnapura,,,,,,,,
26603,18.9,24.2,Ratnapura,,,,,,,,
26604,8.1,24.6,Ratnapura,,,,,,,,
26605,7.9,24.8,Ratnapura,,,,,,,,
26606,3.6,24.8,Ratnapura,,,,,,,,
26607,7.8,24.9,Ratnapura,,,,,,,,
26608,28.8,24.4,Ratnapura,,,,,,,,
26609,6.3,24.6,Ratnapura,,,,,,,,
26610,2.2,24.9,Ratnapura,,,,,,,,
26611,9.6,24.8,Ratnapura,,,,,,,,
26612,7.7,24.9,Ratnapura,,,,,,,,
26613,0.4,25.3,Ratnapura,,,,,,,,
26614,0.7,25.2,Ratnapura,,,,,,,,
26615,1.3,25.2,Ratnapura,,,,,,,,
26616,4.3,25.1,Ratnapura,,,,,,,,
26617,4.2,25,Ratnapura,,,,,,,,
26618,2.6,24.9,Ratnapura,,,,,,,,
26619,4.4,24.8,Ratnapura,,,,,,,,
26620,18.5,24.5,Ratnapura,,,,,,,,
26621,8.7,24.6,Ratnapura,,,,,,,,
26622,11.4,24.3,Ratnapura,,,,,,,,
26623,4.2,25.2,Ratnapura,,,,,,,,
26624,2.5,25.2,Ratnapura,,,,,,,,
26625,6.2,25.4,Ratnapura,,,,,,,,
26626,14.3,25,Ratnapura,,,,,,,,
26627,15.7,24.7,Ratnapura,,,,,,,,
26628,3.2,25.1,Ratnapura,,,,,,,,
26629,3.7,25.2,Ratnapura,,,,,,,,
26630,1.4,25.5,Ratnapura,,,,,,,,
26631,1.4,25.6,Ratnapura,,,,,,,,
26632,7.2,25.4,Ratnapura,,,,,,,,
26633,10.1,25.2,Ratnapura,,,,,,,,
26634,26.9,24.9,Ratnapura,,,,,,,,
26635,4.7,25.7,Ratnapura,,,,,,,,
26636,0.2,25.9,Ratnapura,,,,,,,,
26637,8.4,25.4,Ratnapura,,,,,,,,
26638,2.3,25.9,Ratnapura,,,,,,,,
26639,6.6,25.6,Ratnapura,,,,,,,,
26640,3.6,25.4,Ratnapura,,,,,,,,
26641,9.6,24.8,Ratnapura,,,,,,,,
26642,5.9,24.8,Ratnapura,,,,,,,,
26643,9,25,Ratnapura,,,,,,,,
26644,14.1,24.8,Ratnapura,,,,,,,,
26645,19,24.1,Ratnapura,,,,,,,,
26646,10.2,25,Ratnapura,,,,,,,,
26647,9.4,24.9,Ratnapura,,,,,,,,
26648,1.4,25.8,Ratnapura,,,,,,,,
26649,4,25.6,Ratnapura,,,,,,,,
26650,5.1,26,Ratnapura,,,,,,,,
26651,12.5,25.2,Ratnapura,,,,,,,,
26652,15.1,25.1,Ratnapura,,,,,,,,
26653,18.1,25.3,Ratnapura,,,,,,,,
26654,4.1,25.6,Ratnapura,,,,,,,,
26655,1.4,24.8,Ratnapura,,,,,,,,
26656,11.4,25,Ratnapura,,,,,,,,
26657,0.8,25.1,Ratnapura,,,,,,,,
26658,14.1,24.8,Ratnapura,,,,,,,,
26659,9,24.7,Ratnapura,,,,,,,,
26660,10.4,25,Ratnapura,,,,,,,,
26661,9.6,25.2,Ratnapura,,,,,,,,
26662,10.3,25,Ratnapura,,,,,,,,
26663,11.1,24.6,Ratnapura,,,,,,,,
26664,5.2,25,Ratnapura,,,,,,,,
26665,13.6,24.9,Ratnapura,,,,,,,,
26666,17.5,24.7,Ratnapura,,,,,,,,
26667,10.9,24.8,Ratnapura,,,,,,,,
26668,17.6,25.1,Ratnapura,,,,,,,,
26669,6.9,25.4,Ratnapura,,,,,,,,
26670,2.8,25.8,Ratnapura,,,,,,,,
26671,20.1,25.4,Ratnapura,,,,,,,,
26672,20.5,25.3,Ratnapura,,,,,,,,
26673,21.9,24.8,Ratnapura,,,,,,,,
26674,15.7,24.2,Ratnapura,,,,,,,,
26675,10,24.7,Ratnapura,,,,,,,,
26676,17.7,24.7,Ratnapura,,,,,,,,
26677,24.8,23.7,Ratnapura,,,,,,,,
26678,18.6,24.1,Ratnapura,,,,,,,,
26679,8.5,25,Ratnapura,,,,,,,,
26680,4.7,25.6,Ratnapura,,,,,,,,
26681,3.6,25.6,Ratnapura,,,,,,,,
26682,6.8,25.1,Ratnapura,,,,,,,,
26683,10.4,24.3,Ratnapura,,,,,,,,
26684,5.1,25.5,Ratnapura,,,,,,,,
26685,2,25.5,Ratnapura,,,,,,,,
26686,2.2,25.7,Ratnapura,,,,,,,,
26687,3.5,24.8,Ratnapura,,,,,,,,
26688,3.9,25.5,Ratnapura,,,,,,,,
26689,3.7,25.8,Ratnapura,,,,,,,,
26690,6.3,25.6,Ratnapura,,,,,,,,
26691,19.8,25.4,Ratnapura,,,,,,,,
26692,11.9,25.1,Ratnapura,,,,,,,,
26693,8.9,25.2,Ratnapura,,,,,,,,
26694,101.4,25.4,Ratnapura,,,,,,,,
26695,12.4,25.6,Ratnapura,,,,,,,,
26696,32.9,25.1,Ratnapura,,,,,,,,
26697,9.9,25.5,Ratnapura,,,,,,,,
26698,21.7,25.3,Ratnapura,,,,,,,,
26699,18.2,25.4,Ratnapura,,,,,,,,
26700,15.9,25.2,Ratnapura,,,,,,,,
26701,42.1,25,Ratnapura,,,,,,,,
26702,145.7,24.7,Ratnapura,,,,,,,,
26703,86.2,24.2,Ratnapura,,,,,,,,
26704,10.9,24.2,Ratnapura,,,,,,,,
26705,19.6,23.6,Ratnapura,,,,,,,,
26706,5.6,24.8,Ratnapura,,,,,,,,
26707,2.7,24.6,Ratnapura,,,,,,,,
26708,11.4,24.8,Ratnapura,,,,,,,,
26709,6.7,25.1,Ratnapura,,,,,,,,
26710,11,24.9,Ratnapura,,,,,,,,
26711,40.9,25,Ratnapura,,,,,,,,
26712,21.1,25.1,Ratnapura,,,,,,,,
26713,7.6,25,Ratnapura,,,,,,,,
26714,7.5,24.9,Ratnapura,,,,,,,,
26715,44.1,24.8,Ratnapura,,,,,,,,
26716,17.1,24.7,Ratnapura,,,,,,,,
26717,33.4,24.6,Ratnapura,,,,,,,,
26718,8.7,24.8,Ratnapura,,,,,,,,
26719,8.7,24.8,Ratnapura,,,,,,,,
26720,6.5,24.7,Ratnapura,,,,,,,,
26721,29.2,25.1,Ratnapura,,,,,,,,
26722,38,24.2,Ratnapura,,,,,,,,
26723,17,24,Ratnapura,,,,,,,,
26724,13.7,23.7,Ratnapura,,,,,,,,
26725,7.6,24.6,Ratnapura,,,,,,,,
26726,3.1,25.2,Ratnapura,,,,,,,,
26727,0.9,25.5,Ratnapura,,,,,,,,
26728,4.3,25.3,Ratnapura,,,,,,,,
26729,7.4,25.7,Ratnapura,,,,,,,,
26730,1.8,24.8,Ratnapura,,,,,,,,
26731,6.4,25.2,Ratnapura,,,,,,,,
26732,5.9,25.1,Ratnapura,,,,,,,,
26733,4.5,25.1,Ratnapura,,,,,,,,
26734,6.6,25.9,Ratnapura,,,,,,,,
26735,0.2,25.5,Ratnapura,,,,,,,,
26736,0,25.9,Ratnapura,,,,,,,,
26737,0.3,25.1,Ratnapura,,,,,,,,
26738,33.7,24.5,Ratnapura,,,,,,,,
26739,6.9,24.4,Ratnapura,,,,,,,,
26740,19.8,24.9,Ratnapura,,,,,,,,
26741,13.2,24.3,Ratnapura,,,,,,,,
26742,9.1,24.6,Ratnapura,,,,,,,,
26743,10.6,24.9,Ratnapura,,,,,,,,
26744,8.5,25.3,Ratnapura,,,,,,,,
26745,19.7,25.4,Ratnapura,,,,,,,,
26746,24.3,24.9,Ratnapura,,,,,,,,
26747,17.7,24.8,Ratnapura,,,,,,,,
26748,3.9,25.8,Ratnapura,,,,,,,,
26749,25.8,25.2,Ratnapura,,,,,,,,
26750,11,24.7,Ratnapura,,,,,,,,
26751,13.6,25.4,Ratnapura,,,,,,,,
26752,2.4,25.6,Ratnapura,,,,,,,,
26753,6.9,25.1,Ratnapura,,,,,,,,
26754,5.5,26,Ratnapura,,,,,,,,
26755,35.5,24.3,Ratnapura,,,,,,,,
