index,rain_sum,city,,,,,,,
4552,2.8,Colombo,,,,,,,
4553,7.9,Colombo,,,,,,,
4554,6.9,Colombo,,,,,,,
4555,7.9,Colombo,,,,,,,
4556,5,Colombo,,,,,,,
4557,29.7,Colombo,,,,,,,
4558,10,Colombo,,,,,,,
4559,2.3,Colombo,,,,,,,
4560,4.6,Colombo,,,,,,,
4561,4.1,Colombo,,,,,,,
4562,8.4,Colombo,,,,,,,
4563,5.5,Colombo,,,,,,,
4564,0.7,Colombo,,,,,,,
4565,9.7,Colombo,,,,,,,
4566,10.5,Colombo,,,,,,,
4567,5.9,Colombo,,,,,,,
4568,7,Colombo,,,,,,,
4569,5,Colombo,,,,,,,
4570,0.2,Colombo,,,,,,,
4571,0.9,Colombo,,,,,,,
4572,2.8,Colombo,,,,,,,
4573,5.7,Colombo,,,,,,,
4574,7.1,Colombo,,,,,,,
4575,2,Colombo,,,,,,,
4576,3.2,Colombo,,,,,,,
4577,6.4,Colombo,,,,,,,
4578,5.5,Colombo,,,,,,,
4579,2.3,Colombo,,,,,,,
4580,3.9,Colombo,,,,,,,
4581,2.4,Colombo,,,,,,,
4582,2.4,Colombo,,,,,,,
4583,3.8,Colombo,,,,,,,
4584,13.8,Colombo,,,,,,,
4585,5.5,Colombo,,,,,,,
4586,4.7,Colombo,,,,,,,
4587,1.1,Colombo,,,,,,,
4588,1.3,Colombo,,,,,,,
4589,6.5,Colombo,,,,,,,
4590,17.4,Colombo,,,,,,,
4591,4.9,Colombo,,,,,,,
4592,1.6,Colombo,,,,,,,
4593,2.3,Colombo,,,,,,,
4594,10.4,Colombo,,,,,,,
4595,25.5,Colombo,,,,,,,
4596,18.6,Colombo,,,,,,,
4597,12.1,Colombo,,,,,,,
4598,4.7,Colombo,,,,,,,
4599,5.4,Colombo,,,,,,,
4600,1.9,Colombo,,,,,,,
4601,2.9,Colombo,,,,,,,
4602,2,Colombo,,,,,,,
4603,1.8,Colombo,,,,,,,
4604,0.3,Colombo,,,,,,,
4605,1.1,Colombo,,,,,,,
4606,3.1,Colombo,,,,,,,
4607,1.5,Colombo,,,,,,,
4608,0.8,Colombo,,,,,,,
4609,0.5,Colombo,,,,,,,
4610,2.3,Colombo,,,,,,,
4611,2.8,Colombo,,,,,,,
4612,7.5,Colombo,,,,,,,
4613,5,Colombo,,,,,,,
4614,3.1,Colombo,,,,,,,
4615,4,Colombo,,,,,,,
4616,13,Colombo,,,,,,,
4617,9.6,Colombo,,,,,,,
4618,11.2,Colombo,,,,,,,
4619,2.9,Colombo,,,,,,,
4620,24.6,Colombo,,,,,,,
4621,3.5,Colombo,,,,,,,
4622,3.5,Colombo,,,,,,,
4623,10.9,Colombo,,,,,,,
4624,29,Colombo,,,,,,,
4625,35.1,Colombo,,,,,,,
4626,16.5,Colombo,,,,,,,
4627,5.1,Colombo,,,,,,,
4628,15.7,Colombo,,,,,,,
4629,12.6,Colombo,,,,,,,
4630,34.1,Colombo,,,,,,,
4631,2.1,Colombo,,,,,,,
4632,6.4,Colombo,,,,,,,
4633,3.1,Colombo,,,,,,,
4634,3.9,Colombo,,,,,,,
4635,1.5,Colombo,,,,,,,
4636,2.4,Colombo,,,,,,,
4637,4.1,Colombo,,,,,,,
4638,2.1,Colombo,,,,,,,
4639,3.4,Colombo,,,,,,,
4640,1.2,Colombo,,,,,,,
4641,1.1,Colombo,,,,,,,
4642,3.6,Colombo,,,,,,,
4643,2.7,Colombo,,,,,,,
4644,2.7,Colombo,,,,,,,
4645,2.2,Colombo,,,,,,,
4646,2.6,Colombo,,,,,,,
4647,2.4,Colombo,,,,,,,
4648,0.8,Colombo,,,,,,,
4649,0.5,Colombo,,,,,,,
4650,2.3,Colombo,,,,,,,
4651,0.7,Colombo,,,,,,,
4652,1.3,Colombo,,,,,,,
4653,3.9,Colombo,,,,,,,
4654,3.4,Colombo,,,,,,,
4655,11.9,Colombo,,,,,,,
4656,15.3,Colombo,,,,,,,
4657,17.9,Colombo,,,,,,,
4658,9.1,Colombo,,,,,,,
4659,3,Colombo,,,,,,,
4660,7.9,Colombo,,,,,,,
4661,3,Colombo,,,,,,,
4662,2.6,Colombo,,,,,,,
4663,2.5,Colombo,,,,,,,
4664,2.4,Colombo,,,,,,,
4665,3.8,Colombo,,,,,,,
4666,2.7,Colombo,,,,,,,
4667,20.6,Colombo,,,,,,,
4668,13.5,Colombo,,,,,,,
4669,25.4,Colombo,,,,,,,
4670,12.4,Colombo,,,,,,,
4671,11.6,Colombo,,,,,,,
4672,24.2,Colombo,,,,,,,
4673,24,Colombo,,,,,,,
4674,10,Colombo,,,,,,,
4675,17.9,Colombo,,,,,,,
4676,34.2,Colombo,,,,,,,
4677,3.6,Colombo,,,,,,,
4678,14.3,Colombo,,,,,,,
4679,27.1,Colombo,,,,,,,
4680,5.4,Colombo,,,,,,,
4681,2.2,Colombo,,,,,,,
4682,1.1,Colombo,,,,,,,
4683,0,Colombo,,,,,,,
4684,0.2,Colombo,,,,,,,
4685,12,Colombo,,,,,,,
4686,13.2,Colombo,,,,,,,
4687,12,Colombo,,,,,,,
4688,9.9,Colombo,,,,,,,
4689,13.5,Colombo,,,,,,,
4690,20.9,Colombo,,,,,,,
4691,38.2,Colombo,,,,,,,
4692,4.4,Colombo,,,,,,,
4693,13,Colombo,,,,,,,
4694,13.5,Colombo,,,,,,,
4695,12.2,Colombo,,,,,,,
4696,1.9,Colombo,,,,,,,
4697,4,Colombo,,,,,,,
4698,21.3,Colombo,,,,,,,
4699,14.5,Colombo,,,,,,,
4700,19.7,Colombo,,,,,,,
4701,4.8,Colombo,,,,,,,
4702,1.6,Colombo,,,,,,,
4703,0,Colombo,,,,,,,
4704,0,Colombo,,,,,,,
4705,0.4,Colombo,,,,,,,
4706,0,Colombo,,,,,,,
4707,0.4,Colombo,,,,,,,
4708,1,Colombo,,,,,,,
4709,0,Colombo,,,,,,,
4710,1.6,Colombo,,,,,,,
4711,0.4,Colombo,,,,,,,
4712,2,Colombo,,,,,,,
4713,1.4,Colombo,,,,,,,
4714,1.3,Colombo,,,,,,,
4715,0.7,Colombo,,,,,,,
4716,0,Colombo,,,,,,,
4717,4.9,Colombo,,,,,,,
4718,32.2,Colombo,,,,,,,
4719,14.3,Colombo,,,,,,,
4720,54.9,Colombo,,,,,,,
4721,4.4,Colombo,,,,,,,
4722,0,Colombo,,,,,,,
4723,0,Colombo,,,,,,,
4724,2.9,Colombo,,,,,,,
4725,1,Colombo,,,,,,,
4726,6.2,Colombo,,,,,,,
4727,2.3,Colombo,,,,,,,
4728,0.7,Colombo,,,,,,,
4729,1.2,Colombo,,,,,,,
4730,1.2,Colombo,,,,,,,
4731,0.5,Colombo,,,,,,,
4732,0.6,Colombo,,,,,,,
4733,0,Colombo,,,,,,,
4734,3.9,Colombo,,,,,,,
4735,42.9,Colombo,,,,,,,
4736,1.7,Colombo,,,,,,,
4737,3.8,Colombo,,,,,,,
4738,1.7,Colombo,,,,,,,
4739,0.4,Colombo,,,,,,,
4740,2.4,Colombo,,,,,,,
4741,23.4,Colombo,,,,,,,
4742,0.3,Colombo,,,,,,,
4743,0.4,Colombo,,,,,,,
4744,3.7,Colombo,,,,,,,
4745,0.9,Colombo,,,,,,,
4746,0.2,Colombo,,,,,,,
4747,0,Colombo,,,,,,,
4748,0,Colombo,,,,,,,
4749,0.3,Colombo,,,,,,,
4750,0,Colombo,,,,,,,
4751,0,Colombo,,,,,,,
4752,0.3,Colombo,,,,,,,
4753,9.2,Colombo,,,,,,,
4754,22.7,Colombo,,,,,,,
4755,1.6,Colombo,,,,,,,
4756,0,Colombo,,,,,,,
4757,0,Colombo,,,,,,,
4758,0,Colombo,,,,,,,
4759,0,Colombo,,,,,,,
4760,0,Colombo,,,,,,,
4761,0.1,Colombo,,,,,,,
4762,8.7,Colombo,,,,,,,
4763,5.6,Colombo,,,,,,,
4764,2.7,Colombo,,,,,,,
4765,0.7,Colombo,,,,,,,
4766,0,Colombo,,,,,,,
4767,0,Colombo,,,,,,,
4768,17.8,Colombo,,,,,,,
4769,5.5,Colombo,,,,,,,
4770,7.3,Colombo,,,,,,,
4771,15,Colombo,,,,,,,
4772,3.5,Colombo,,,,,,,
4773,0.9,Colombo,,,,,,,
4774,2.7,Colombo,,,,,,,
4775,0.1,Colombo,,,,,,,
4776,0.1,Colombo,,,,,,,
4777,3.3,Colombo,,,,,,,
4778,8,Colombo,,,,,,,
4779,2,Colombo,,,,,,,
4780,3.2,Colombo,,,,,,,
4781,29.6,Colombo,,,,,,,
4782,19.6,Colombo,,,,,,,
4783,1.5,Colombo,,,,,,,
4784,1.9,Colombo,,,,,,,
4785,3.1,Colombo,,,,,,,
4786,0.4,Colombo,,,,,,,
4787,1,Colombo,,,,,,,
4788,0.1,Colombo,,,,,,,
4789,0.7,Colombo,,,,,,,
4790,0.2,Colombo,,,,,,,
4791,0.8,Colombo,,,,,,,
4792,0.7,Colombo,,,,,,,
4793,0,Colombo,,,,,,,
4794,0,Colombo,,,,,,,
4795,0,Colombo,,,,,,,
4796,0.4,Colombo,,,,,,,
4797,17,Colombo,,,,,,,
4798,11.6,Colombo,,,,,,,
4799,0.4,Colombo,,,,,,,
4800,0,Colombo,,,,,,,
4801,0.5,Colombo,,,,,,,
4802,2.1,Colombo,,,,,,,
4803,5.2,Colombo,,,,,,,
4804,0,Colombo,,,,,,,
4805,0,Colombo,,,,,,,
4806,8.9,Colombo,,,,,,,
4807,13.9,Colombo,,,,,,,
4808,0,Colombo,,,,,,,
4809,0.6,Colombo,,,,,,,
4810,12.7,Colombo,,,,,,,
4811,14.9,Colombo,,,,,,,
4812,4.6,Colombo,,,,,,,
4813,13.4,Colombo,,,,,,,
4814,0.1,Colombo,,,,,,,
4815,1,Colombo,,,,,,,
4816,3.8,Colombo,,,,,,,
4817,11.7,Colombo,,,,,,,
4818,8.6,Colombo,,,,,,,
4819,14.5,Colombo,,,,,,,
4820,11.6,Colombo,,,,,,,
4821,3.4,Colombo,,,,,,,
4822,5.6,Colombo,,,,,,,
4823,0.7,Colombo,,,,,,,
4824,1.4,Colombo,,,,,,,
4825,6.2,Colombo,,,,,,,
4826,1.1,Colombo,,,,,,,
4827,6.5,Colombo,,,,,,,
4828,2.2,Colombo,,,,,,,
4829,2.2,Colombo,,,,,,,
4830,2.6,Colombo,,,,,,,
4831,1.3,Colombo,,,,,,,
4832,6.7,Colombo,,,,,,,
4833,1,Colombo,,,,,,,
4834,1.6,Colombo,,,,,,,
4835,2.5,Colombo,,,,,,,
4836,3.3,Colombo,,,,,,,
4837,1.6,Colombo,,,,,,,
4838,3.8,Colombo,,,,,,,
4839,3.2,Colombo,,,,,,,
4840,3.8,Colombo,,,,,,,
4841,4.4,Colombo,,,,,,,
4842,3,Colombo,,,,,,,
4843,5,Colombo,,,,,,,
4844,1.8,Colombo,,,,,,,
4845,5.1,Colombo,,,,,,,
4846,1.5,Colombo,,,,,,,
4847,0.9,Colombo,,,,,,,
4848,0.2,Colombo,,,,,,,
4849,0.1,Colombo,,,,,,,
4850,1.5,Colombo,,,,,,,
4851,2.3,Colombo,,,,,,,
4852,1.9,Colombo,,,,,,,
4853,1.8,Colombo,,,,,,,
4854,0.5,Colombo,,,,,,,
4855,1.4,Colombo,,,,,,,
4856,1.5,Colombo,,,,,,,
4857,0.9,Colombo,,,,,,,
4858,3,Colombo,,,,,,,
4859,3.6,Colombo,,,,,,,
4860,6.6,Colombo,,,,,,,
4861,12.9,Colombo,,,,,,,
4862,16.6,Colombo,,,,,,,
4863,36.9,Colombo,,,,,,,
4864,10.3,Colombo,,,,,,,
4865,21.6,Colombo,,,,,,,
4866,23.2,Colombo,,,,,,,
4867,5.6,Colombo,,,,,,,
4868,28.8,Colombo,,,,,,,
4869,10.1,Colombo,,,,,,,
4870,18.4,Colombo,,,,,,,
4871,18,Colombo,,,,,,,
4872,9.7,Colombo,,,,,,,
4873,9.1,Colombo,,,,,,,
4874,3.5,Colombo,,,,,,,
4875,7.7,Colombo,,,,,,,
4876,11.9,Colombo,,,,,,,
4877,19.1,Colombo,,,,,,,
4878,10.7,Colombo,,,,,,,
4879,7.7,Colombo,,,,,,,
4880,7.5,Colombo,,,,,,,
4881,7.7,Colombo,,,,,,,
4882,3,Colombo,,,,,,,
4883,1.6,Colombo,,,,,,,
4884,2.2,Colombo,,,,,,,
4885,3.5,Colombo,,,,,,,
4886,4.7,Colombo,,,,,,,
4887,4.6,Colombo,,,,,,,
4888,3.9,Colombo,,,,,,,
4889,1.5,Colombo,,,,,,,
4890,0.9,Colombo,,,,,,,
4891,0,Colombo,,,,,,,
4892,3.3,Colombo,,,,,,,
4893,2.5,Colombo,,,,,,,
4894,4.2,Colombo,,,,,,,
4895,2.2,Colombo,,,,,,,
4896,3.9,Colombo,,,,,,,
4897,5.1,Colombo,,,,,,,
4898,4.3,Colombo,,,,,,,
4899,4.3,Colombo,,,,,,,
4900,6.2,Colombo,,,,,,,
4901,13.4,Colombo,,,,,,,
4902,8.7,Colombo,,,,,,,
4903,9.5,Colombo,,,,,,,
4904,8.4,Colombo,,,,,,,
4905,20,Colombo,,,,,,,
4906,15.8,Colombo,,,,,,,
4907,9.5,Colombo,,,,,,,
4908,7.8,Colombo,,,,,,,
4909,8.4,Colombo,,,,,,,
4910,20.5,Colombo,,,,,,,
4911,18.1,Colombo,,,,,,,
4912,8.9,Colombo,,,,,,,
4913,3.9,Colombo,,,,,,,
4914,6,Colombo,,,,,,,
4915,3.4,Colombo,,,,,,,
